"response","tgrep_id","workerid","Answer.condition","Answer.time_in_minutes","slide_number_in_experiment","speaker_cond"
"[0.93, 'true']","example4",3,"undefined",7.4889,5,"exp01"
"[0.8, 'true']","example5",3,"undefined",7.4889,6,"exp01"
"[0.27, 'true']","example5",3,"undefined",7.4889,6,"exp01"
"[0.81, True]","135453:35",3,"undefined",7.4889,8,"exp01"
"[0.64, False]","177474:15",3,"undefined",7.4889,9,"exp01"
"[0.55, False]","63221:32",3,"undefined",7.4889,10,"exp01"
"[0.76, False]","129171:26",3,"undefined",7.4889,11,"exp01"
"[0.3, False]","148183:40",3,"undefined",7.4889,12,"exp01"
"[0.64, False]","159124:81",3,"undefined",7.4889,13,"exp01"
"[0.59, False]","66765:5",3,"undefined",7.4889,14,"exp01"
"[0.46, False]","55892:50",3,"undefined",7.4889,15,"exp01"
"[0.73, False]","159588:39",3,"undefined",7.4889,16,"exp01"
"[0.35, False]","18087:40",3,"undefined",7.4889,17,"exp01"
"[0.67, False]","control4",3,"undefined",7.4889,18,"exp01"
"[0.53, False]","2722:7",3,"undefined",7.4889,19,"exp01"
"[0.38, False]","164858:59",3,"undefined",7.4889,20,"exp01"
"[0.77, False]","87654:14",3,"undefined",7.4889,21,"exp01"
"[0.48, False]","30391:38",3,"undefined",7.4889,22,"exp01"
"[0.41, False]","164368:12",3,"undefined",7.4889,23,"exp01"
"[0.69, False]","control2",3,"undefined",7.4889,24,"exp01"
"[0.36, False]","164352:16",3,"undefined",7.4889,25,"exp01"
"[0.79, False]","13469:7",3,"undefined",7.4889,26,"exp01"
"[0.47, False]","177105:58",3,"undefined",7.4889,27,"exp01"
"[0.91, False]","control3",3,"undefined",7.4889,28,"exp01"
"[0.82, False]","161373:22",3,"undefined",7.4889,29,"exp01"
"[0.38, False]","55920:12",3,"undefined",7.4889,30,"exp01"
"[0.79, False]","control1",3,"undefined",7.4889,31,"exp01"
"[0.99, 'true']","example1",4,"undefined",19.7620166666667,2,"exp01"
"[0, 'not_sure']","examplecheckbox2",4,"undefined",19.7620166666667,3,"exp01"
"[0.01, 'true']","example2",4,"undefined",19.7620166666667,3,"exp01"
"[1, 'false']","example3",4,"undefined",19.7620166666667,4,"exp01"
"[0.59, 'false']","example4",4,"undefined",19.7620166666667,5,"exp01"
"[0.64, 'false']","example5",4,"undefined",19.7620166666667,6,"exp01"
"[0.03, 'false']","example5",4,"undefined",19.7620166666667,6,"exp01"
"[0.97, False]","164858:59",4,"undefined",19.7620166666667,8,"exp01"
"[0.01, False]","control2",4,"undefined",19.7620166666667,9,"exp01"
"[0.77, False]","135453:35",4,"undefined",19.7620166666667,10,"exp01"
"[0.05, False]","30391:38",4,"undefined",19.7620166666667,11,"exp01"
"[0.03, False]","2722:7",4,"undefined",19.7620166666667,12,"exp01"
"[0.08, False]","177474:15",4,"undefined",19.7620166666667,13,"exp01"
"[0.08, False]","129171:26",4,"undefined",19.7620166666667,14,"exp01"
"[0.03, True]","164368:12",4,"undefined",19.7620166666667,15,"exp01"
"[0.98, False]","161373:22",4,"undefined",19.7620166666667,16,"exp01"
"[0.98, False]","control1",4,"undefined",19.7620166666667,17,"exp01"
"[0.55, False]","159124:81",4,"undefined",19.7620166666667,18,"exp01"
"[1, False]","18087:40",4,"undefined",19.7620166666667,19,"exp01"
"[0.91, False]","87654:14",4,"undefined",19.7620166666667,20,"exp01"
"[0.87, False]","55920:12",4,"undefined",19.7620166666667,21,"exp01"
"[0.96, False]","148183:40",4,"undefined",19.7620166666667,22,"exp01"
"[1, False]","13469:7",4,"undefined",19.7620166666667,23,"exp01"
"[0.98, False]","66765:5",4,"undefined",19.7620166666667,24,"exp01"
"[0.98, False]","159588:39",4,"undefined",19.7620166666667,25,"exp01"
"[0.95, False]","55892:50",4,"undefined",19.7620166666667,26,"exp01"
"[1, False]","63221:32",4,"undefined",19.7620166666667,27,"exp01"
"[0.98, False]","control3",4,"undefined",19.7620166666667,28,"exp01"
"[1, False]","164352:16",4,"undefined",19.7620166666667,29,"exp01"
"[0.04, False]","177105:58",4,"undefined",19.7620166666667,30,"exp01"
"[0, False]","control4",4,"undefined",19.7620166666667,31,"exp01"
"[0, 'not_sure']","examplecheckbox1",5,"undefined",31.1251,2,"exp01"
"[0.83, 'true']","example1",5,"undefined",31.1251,2,"exp01"
"[0, 'not_sure']","examplecheckbox2",5,"undefined",31.1251,3,"exp01"
"[0.01, 'true']","example2",5,"undefined",31.1251,3,"exp01"
"[0.99, 'false']","example3",5,"undefined",31.1251,4,"exp01"
"[0.98, 'not_sure']","example4",5,"undefined",31.1251,5,"exp01"
"[0.7, 'unclear']","example5",5,"undefined",31.1251,6,"exp01"
"[0.13, 'unclear']","example5",5,"undefined",31.1251,6,"exp01"
"[0.82, True]","159588:39",5,"undefined",31.1251,8,"exp01"
"[0.66, False]","135453:35",5,"undefined",31.1251,9,"exp01"
"[0.73, False]","63221:32",5,"undefined",31.1251,10,"exp01"
"[0, False]","161373:22",5,"undefined",31.1251,11,"exp01"
"[0, False]","control2",5,"undefined",31.1251,12,"exp01"
"[0.11, False]","control1",5,"undefined",31.1251,13,"exp01"
"[0.95, True]","87654:14",5,"undefined",31.1251,14,"exp01"
"[0.89, True]","177105:58",5,"undefined",31.1251,15,"exp01"
"[0.25, False]","13469:7",5,"undefined",31.1251,16,"exp01"
"[0.85, True]","55892:50",5,"undefined",31.1251,17,"exp01"
"[0.99, False]","148183:40",5,"undefined",31.1251,18,"exp01"
"[0.74, False]","159124:81",5,"undefined",31.1251,19,"exp01"
"[0.27, False]","164352:16",5,"undefined",31.1251,20,"exp01"
"[0.73, False]","control3",5,"undefined",31.1251,21,"exp01"
"[0, True]","129171:26",5,"undefined",31.1251,22,"exp01"
"[0.06, False]","66765:5",5,"undefined",31.1251,23,"exp01"
"[0, False]","control4",5,"undefined",31.1251,24,"exp01"
"[0.78, False]","55920:12",5,"undefined",31.1251,25,"exp01"
"[0, True]","164858:59",5,"undefined",31.1251,26,"exp01"
"[0.68, False]","2722:7",5,"undefined",31.1251,27,"exp01"
"[0.93, False]","18087:40",5,"undefined",31.1251,28,"exp01"
"[0, False]","164368:12",5,"undefined",31.1251,29,"exp01"
"[0.88, False]","30391:38",5,"undefined",31.1251,30,"exp01"
"[0.29, True]","177474:15",5,"undefined",31.1251,31,"exp01"
"[1, 'true']","example1",6,"undefined",32.1821333333333,2,"exp01"
"[0, 'true']","example2",6,"undefined",32.1821333333333,3,"exp01"
"[1, 'false']","example3",6,"undefined",32.1821333333333,4,"exp01"
"[1, 'false']","example4",6,"undefined",32.1821333333333,5,"exp01"
"[0, 'unclear']","example5",6,"undefined",32.1821333333333,6,"exp01"
"[1, False]","164352:16",6,"undefined",32.1821333333333,8,"exp01"
"[1, False]","161373:22",6,"undefined",32.1821333333333,9,"exp01"
"[1, False]","control3",6,"undefined",32.1821333333333,10,"exp01"
"[0, True]","129171:26",6,"undefined",32.1821333333333,11,"exp01"
"[0, False]","13469:7",6,"undefined",32.1821333333333,12,"exp01"
"[1, False]","66765:5",6,"undefined",32.1821333333333,13,"exp01"
"[0.51, False]","control4",6,"undefined",32.1821333333333,14,"exp01"
"[1, False]","177105:58",6,"undefined",32.1821333333333,15,"exp01"
"[1, False]","control1",6,"undefined",32.1821333333333,16,"exp01"
"[0.19, True]","18087:40",6,"undefined",32.1821333333333,17,"exp01"
"[0, False]","164858:59",6,"undefined",32.1821333333333,18,"exp01"
"[1, False]","30391:38",6,"undefined",32.1821333333333,19,"exp01"
"[0, False]","2722:7",6,"undefined",32.1821333333333,20,"exp01"
"[0, True]","55920:12",6,"undefined",32.1821333333333,21,"exp01"
"[1, False]","159588:39",6,"undefined",32.1821333333333,22,"exp01"
"[0, False]","control2",6,"undefined",32.1821333333333,23,"exp01"
"[1, True]","159124:81",6,"undefined",32.1821333333333,24,"exp01"
"[1, False]","55892:50",6,"undefined",32.1821333333333,25,"exp01"
"[0, False]","135453:35",6,"undefined",32.1821333333333,26,"exp01"
"[1, False]","177474:15",6,"undefined",32.1821333333333,27,"exp01"
"[1, False]","148183:40",6,"undefined",32.1821333333333,28,"exp01"
"[1, False]","164368:12",6,"undefined",32.1821333333333,29,"exp01"
"[1, False]","63221:32",6,"undefined",32.1821333333333,30,"exp01"
"[1, False]","87654:14",6,"undefined",32.1821333333333,31,"exp01"
"[1, 'true']","example1",7,"undefined",16.2995333333333,2,"exp01"
"[0, 'not_sure']","examplecheckbox2",7,"undefined",16.2995333333333,3,"exp01"
"[0, 'true']","example2",7,"undefined",16.2995333333333,3,"exp01"
"[1, 'false']","example3",7,"undefined",16.2995333333333,4,"exp01"
"[1, 'false']","example4",7,"undefined",16.2995333333333,5,"exp01"
"[0.91, 'false']","example5",7,"undefined",16.2995333333333,6,"exp01"
"[0, 'false']","example5",7,"undefined",16.2995333333333,6,"exp01"
"[0, False]","control2",7,"undefined",16.2995333333333,8,"exp01"
"[0, False]","control4",7,"undefined",16.2995333333333,9,"exp01"
"[0, True]","129171:26",7,"undefined",16.2995333333333,10,"exp01"
"[0, False]","177105:58",7,"undefined",16.2995333333333,11,"exp01"
"[0, False]","13469:7",7,"undefined",16.2995333333333,12,"exp01"
"[1, False]","control1",7,"undefined",16.2995333333333,13,"exp01"
"[0.28, True]","55920:12",7,"undefined",16.2995333333333,14,"exp01"
"[1, False]","55892:50",7,"undefined",16.2995333333333,15,"exp01"
"[1, False]","66765:5",7,"undefined",16.2995333333333,16,"exp01"
"[1, False]","164368:12",7,"undefined",16.2995333333333,17,"exp01"
"[0.67, False]","148183:40",7,"undefined",16.2995333333333,18,"exp01"
"[1, False]","164352:16",7,"undefined",16.2995333333333,19,"exp01"
"[0.89, False]","2722:7",7,"undefined",16.2995333333333,20,"exp01"
"[1, False]","control3",7,"undefined",16.2995333333333,21,"exp01"
"[1, False]","159124:81",7,"undefined",16.2995333333333,22,"exp01"
"[1, False]","63221:32",7,"undefined",16.2995333333333,23,"exp01"
"[0, False]","135453:35",7,"undefined",16.2995333333333,24,"exp01"
"[0, False]","164858:59",7,"undefined",16.2995333333333,25,"exp01"
"[1, False]","177474:15",7,"undefined",16.2995333333333,26,"exp01"
"[1, False]","159588:39",7,"undefined",16.2995333333333,27,"exp01"
"[1, False]","30391:38",7,"undefined",16.2995333333333,28,"exp01"
"[1, False]","161373:22",7,"undefined",16.2995333333333,29,"exp01"
"[1, False]","18087:40",7,"undefined",16.2995333333333,30,"exp01"
"[1, False]","87654:14",7,"undefined",16.2995333333333,31,"exp01"
"[0.95, 'true']","example1",8,"undefined",13.2924,2,"exp01"
"[0, 'true']","example2",8,"undefined",13.2924,3,"exp01"
"[1, 'false']","example3",8,"undefined",13.2924,4,"exp01"
"[1, 'false']","example4",8,"undefined",13.2924,5,"exp01"
"[0.59, 'unclear']","example5",8,"undefined",13.2924,6,"exp01"
"[0.19, 'unclear']","example5",8,"undefined",13.2924,6,"exp01"
"[0.19, True]","177105:58",8,"undefined",13.2924,8,"exp01"
"[0.16, False]","164352:16",8,"undefined",13.2924,9,"exp01"
"[0.23, False]","129171:26",8,"undefined",13.2924,10,"exp01"
"[0.34, False]","159588:39",8,"undefined",13.2924,11,"exp01"
"[0.25, False]","159124:81",8,"undefined",13.2924,12,"exp01"
"[0.59, False]","164858:59",8,"undefined",13.2924,13,"exp01"
"[0.69, False]","87654:14",8,"undefined",13.2924,14,"exp01"
"[0.3, False]","13469:7",8,"undefined",13.2924,15,"exp01"
"[0.34, False]","66765:5",8,"undefined",13.2924,16,"exp01"
"[0.36, True]","135453:35",8,"undefined",13.2924,17,"exp01"
"[0.78, True]","18087:40",8,"undefined",13.2924,18,"exp01"
"[0.06, False]","control2",8,"undefined",13.2924,19,"exp01"
"[0.73, False]","148183:40",8,"undefined",13.2924,20,"exp01"
"[0.06, False]","164368:12",8,"undefined",13.2924,21,"exp01"
"[0.7, False]","161373:22",8,"undefined",13.2924,22,"exp01"
"[0.7, False]","30391:38",8,"undefined",13.2924,23,"exp01"
"[0.64, True]","177474:15",8,"undefined",13.2924,24,"exp01"
"[0.11, False]","control4",8,"undefined",13.2924,25,"exp01"
"[0.69, True]","63221:32",8,"undefined",13.2924,26,"exp01"
"[0.16, False]","2722:7",8,"undefined",13.2924,27,"exp01"
"[0.33, False]","55920:12",8,"undefined",13.2924,28,"exp01"
"[0.02, False]","control1",8,"undefined",13.2924,29,"exp01"
"[0.72, False]","55892:50",8,"undefined",13.2924,30,"exp01"
"[0.37, False]","control3",8,"undefined",13.2924,31,"exp01"
"[1, 'true']","example1",9,"undefined",5.48528333333333,2,"exp01"
"[0, 'true']","example2",9,"undefined",5.48528333333333,3,"exp01"
"[1, 'false']","example3",9,"undefined",5.48528333333333,4,"exp01"
"[1, 'false']","example4",9,"undefined",5.48528333333333,5,"exp01"
"[1, 'false']","example5",9,"undefined",5.48528333333333,6,"exp01"
"[0.29, 'false']","example5",9,"undefined",5.48528333333333,6,"exp01"
"[0.43, True]","177105:58",9,"undefined",5.48528333333333,8,"exp01"
"[0.48, False]","2722:7",9,"undefined",5.48528333333333,9,"exp01"
"[0.46, False]","129171:26",9,"undefined",5.48528333333333,10,"exp01"
"[1, False]","159124:81",9,"undefined",5.48528333333333,11,"exp01"
"[0.47, False]","13469:7",9,"undefined",5.48528333333333,12,"exp01"
"[0.06, False]","control2",9,"undefined",5.48528333333333,13,"exp01"
"[0.39, False]","87654:14",9,"undefined",5.48528333333333,14,"exp01"
"[0.49, True]","177474:15",9,"undefined",5.48528333333333,15,"exp01"
"[0.52, False]","55892:50",9,"undefined",5.48528333333333,16,"exp01"
"[0.64, False]","55920:12",9,"undefined",5.48528333333333,17,"exp01"
"[0.46, False]","control3",9,"undefined",5.48528333333333,18,"exp01"
"[0.65, True]","135453:35",9,"undefined",5.48528333333333,19,"exp01"
"[0.71, False]","30391:38",9,"undefined",5.48528333333333,20,"exp01"
"[0.5, False]","18087:40",9,"undefined",5.48528333333333,21,"exp01"
"[0.6, False]","63221:32",9,"undefined",5.48528333333333,22,"exp01"
"[0.47, False]","66765:5",9,"undefined",5.48528333333333,23,"exp01"
"[0.61, False]","159588:39",9,"undefined",5.48528333333333,24,"exp01"
"[0.59, False]","164858:59",9,"undefined",5.48528333333333,25,"exp01"
"[0.51, False]","148183:40",9,"undefined",5.48528333333333,26,"exp01"
"[0.43, False]","161373:22",9,"undefined",5.48528333333333,27,"exp01"
"[0.98, False]","control4",9,"undefined",5.48528333333333,28,"exp01"
"[0.82, False]","164368:12",9,"undefined",5.48528333333333,29,"exp01"
"[0.63, False]","164352:16",9,"undefined",5.48528333333333,30,"exp01"
"[1, False]","control1",9,"undefined",5.48528333333333,31,"exp01"
"[0.79, 'true']","example1",10,"undefined",15.30155,2,"exp01"
"[0, 'not_sure']","examplecheckbox2",10,"undefined",15.30155,3,"exp01"
"[1, 'true']","example2",10,"undefined",15.30155,3,"exp01"
"[0, 'true']","example2",10,"undefined",15.30155,3,"exp01"
"[0, 'false']","example3",10,"undefined",15.30155,4,"exp01"
"[1, 'false']","example3",10,"undefined",15.30155,4,"exp01"
"[0.01, 'false']","example4",10,"undefined",15.30155,5,"exp01"
"[1, 'false']","example4",10,"undefined",15.30155,5,"exp01"
"[0.31, 'true']","example5",10,"undefined",15.30155,6,"exp01"
"[0.3, False]","177105:58",10,"undefined",15.30155,8,"exp01"
"[0.97, False]","18087:40",10,"undefined",15.30155,9,"exp01"
"[1, False]","148183:40",10,"undefined",15.30155,10,"exp01"
"[1, False]","87654:14",10,"undefined",15.30155,11,"exp01"
"[0.87, False]","159124:81",10,"undefined",15.30155,12,"exp01"
"[0.79, False]","161373:22",10,"undefined",15.30155,13,"exp01"
"[0.82, False]","66765:5",10,"undefined",15.30155,14,"exp01"
"[0.97, False]","159588:39",10,"undefined",15.30155,15,"exp01"
"[0.84, False]","177474:15",10,"undefined",15.30155,16,"exp01"
"[0.73, False]","55892:50",10,"undefined",15.30155,17,"exp01"
"[1, False]","control1",10,"undefined",15.30155,18,"exp01"
"[0, False]","control2",10,"undefined",15.30155,19,"exp01"
"[0.9, False]","63221:32",10,"undefined",15.30155,20,"exp01"
"[0.88, False]","135453:35",10,"undefined",15.30155,21,"exp01"
"[0, False]","13469:7",10,"undefined",15.30155,22,"exp01"
"[0, False]","control4",10,"undefined",15.30155,23,"exp01"
"[0, False]","2722:7",10,"undefined",15.30155,24,"exp01"
"[0.87, False]","164368:12",10,"undefined",15.30155,25,"exp01"
"[0.99, False]","55920:12",10,"undefined",15.30155,26,"exp01"
"[1, False]","control3",10,"undefined",15.30155,27,"exp01"
"[0.89, False]","30391:38",10,"undefined",15.30155,28,"exp01"
"[0.78, False]","164858:59",10,"undefined",15.30155,29,"exp01"
"[0, False]","129171:26",10,"undefined",15.30155,30,"exp01"
"[0.88, False]","164352:16",10,"undefined",15.30155,31,"exp01"
"[0.96, 'true']","example1",11,"undefined",6.00816666666667,2,"exp01"
"[0, 'true']","example2",11,"undefined",6.00816666666667,3,"exp01"
"[1, 'false']","example3",11,"undefined",6.00816666666667,4,"exp01"
"[0.93, 'false']","example4",11,"undefined",6.00816666666667,5,"exp01"
"[0.85, 'true']","example5",11,"undefined",6.00816666666667,6,"exp01"
"[0.04, 'true']","example5",11,"undefined",6.00816666666667,6,"exp01"
"[1, False]","18087:40",11,"undefined",6.00816666666667,8,"exp01"
"[1, False]","159124:81",11,"undefined",6.00816666666667,9,"exp01"
"[1, False]","13469:7",11,"undefined",6.00816666666667,10,"exp01"
"[0.45, False]","87654:14",11,"undefined",6.00816666666667,11,"exp01"
"[0.14, False]","164352:16",11,"undefined",6.00816666666667,12,"exp01"
"[0, False]","control1",11,"undefined",6.00816666666667,13,"exp01"
"[0.97, False]","159588:39",11,"undefined",6.00816666666667,14,"exp01"
"[0.02, False]","control3",11,"undefined",6.00816666666667,15,"exp01"
"[0.71, False]","164858:59",11,"undefined",6.00816666666667,16,"exp01"
"[0.25, False]","129171:26",11,"undefined",6.00816666666667,17,"exp01"
"[0.98, False]","55892:50",11,"undefined",6.00816666666667,18,"exp01"
"[1, False]","55920:12",11,"undefined",6.00816666666667,19,"exp01"
"[0.98, False]","2722:7",11,"undefined",6.00816666666667,20,"exp01"
"[0, False]","177105:58",11,"undefined",6.00816666666667,21,"exp01"
"[0.95, False]","148183:40",11,"undefined",6.00816666666667,22,"exp01"
"[0.06, False]","control2",11,"undefined",6.00816666666667,23,"exp01"
"[0.19, False]","177474:15",11,"undefined",6.00816666666667,24,"exp01"
"[0, False]","30391:38",11,"undefined",6.00816666666667,25,"exp01"
"[0.95, False]","161373:22",11,"undefined",6.00816666666667,26,"exp01"
"[0.38, False]","164368:12",11,"undefined",6.00816666666667,27,"exp01"
"[0.42, False]","63221:32",11,"undefined",6.00816666666667,28,"exp01"
"[0, False]","66765:5",11,"undefined",6.00816666666667,29,"exp01"
"[1, False]","control4",11,"undefined",6.00816666666667,30,"exp01"
"[0.8, False]","135453:35",11,"undefined",6.00816666666667,31,"exp01"
"[0.88, 'true']","example1",12,"undefined",14.8042,2,"exp01"
"[0.03, 'true']","example2",12,"undefined",14.8042,3,"exp01"
"[0.92, 'false']","example3",12,"undefined",14.8042,4,"exp01"
"[1, 'false']","example4",12,"undefined",14.8042,5,"exp01"
"[0.26, 'false']","example5",12,"undefined",14.8042,6,"exp01"
"[0.69, False]","66765:5",12,"undefined",14.8042,8,"exp01"
"[0.32, False]","63221:32",12,"undefined",14.8042,9,"exp01"
"[0.63, False]","164352:16",12,"undefined",14.8042,10,"exp01"
"[0.82, False]","177474:15",12,"undefined",14.8042,11,"exp01"
"[0, False]","control2",12,"undefined",14.8042,12,"exp01"
"[0.2, False]","159124:81",12,"undefined",14.8042,13,"exp01"
"[0.16, False]","129171:26",12,"undefined",14.8042,14,"exp01"
"[0.2, True]","18087:40",12,"undefined",14.8042,15,"exp01"
"[0.24, False]","2722:7",12,"undefined",14.8042,16,"exp01"
"[0.09, False]","161373:22",12,"undefined",14.8042,17,"exp01"
"[0.09, True]","164858:59",12,"undefined",14.8042,18,"exp01"
"[0.13, False]","177105:58",12,"undefined",14.8042,19,"exp01"
"[0, False]","control1",12,"undefined",14.8042,20,"exp01"
"[0.28, False]","control3",12,"undefined",14.8042,21,"exp01"
"[0.19, False]","148183:40",12,"undefined",14.8042,22,"exp01"
"[0.04, False]","13469:7",12,"undefined",14.8042,23,"exp01"
"[0.41, False]","159588:39",12,"undefined",14.8042,24,"exp01"
"[0.44, True]","30391:38",12,"undefined",14.8042,25,"exp01"
"[0.14, False]","135453:35",12,"undefined",14.8042,26,"exp01"
"[0.08, True]","87654:14",12,"undefined",14.8042,27,"exp01"
"[0.24, False]","164368:12",12,"undefined",14.8042,28,"exp01"
"[0, False]","control4",12,"undefined",14.8042,29,"exp01"
"[0.07, True]","55920:12",12,"undefined",14.8042,30,"exp01"
"[0.21, False]","55892:50",12,"undefined",14.8042,31,"exp01"
"[0.99, 'true']","example1",13,"undefined",10.9804666666667,2,"exp01"
