"","tgrep_id","Mean","Median","Var"
"517","87257:107",0.525714285714286,0.55,0.126635714285714
"518","87467:20",0.68625,0.825,0.118558333333333
"519","87654:14",0.646363636363636,0.805,0.143576623376623
"520","87654:69",0.685454545454545,0.79,0.102768831168831
"521","8866:65",0.667727272727273,0.76,0.112294588744589
"522","88719:5",0.664736842105263,0.75,0.0991152046783626
"523","8884:22",0.548571428571429,0.67,0.139642016806723
"524","8885:15",0.408947368421053,0.5,0.13333216374269
"525","89259:13",0.494736842105263,0.41,0.117870760233918
"526","89580:13",0.624736842105263,0.69,0.125115204678363
"527","90033:32",0.670526315789474,0.7,0.111016374269006
"528","90230:11",0.462272727272727,0.39,0.116789826839827
"529","90848:29",0.483333333333333,0.4,0.116953333333333
"530","90995:20",0.508571428571429,0.35,0.128422857142857
"531","9106:85",0.575263157894737,0.6,0.12789298245614
"532","91184:148",0.341818181818182,0.17,0.129387012987013
"533","91185:45",0.547894736842105,0.56,0.15112865497076
"534","91333:59",0.749523809523809,0.87,0.0800347619047619
"535","91388:33",0.490476190476191,0.5,0.108594761904762
"536","91758:53",0.572727272727273,0.63,0.142468398268398
"537","9196:49",0.562631578947368,0.71,0.13624269005848
"538","92394:53",0.66578947368421,0.71,0.0943923976608187
"539","92716:8",0.580952380952381,0.7,0.0970590476190476
"540","93264:4",0.620952380952381,0.69,0.116469047619048
"541","94182:13",0.459166666666667,0.375,0.123790151515152
"542","94526:45",0.643157894736842,0.64,0.0891116959064328
"543","94633:27",0.688947368421053,0.95,0.163021052631579
"544","94780:11",0.468421052631579,0.29,0.170469590643275
"545","9486:4",0.442857142857143,0.37,0.106291428571429
"546","9501:60",0.502941176470588,0.48,0.111259558823529
"547","9507:75",0.5905,0.69,0.142910263157895
"548","95345:10",0.616,0.675,0.0970778947368421
"549","95535:14",0.515652173913044,0.44,0.135616600790514
"550","95645:100",0.584545454545455,0.65,0.106206926406926
"551","95645:41",0.653333333333333,0.7,0.0789633333333333
"552","95651:89",0.497368421052632,0.59,0.150776023391813
"553","9573:19",0.527894736842105,0.64,0.182250877192982
"554","9584:73",0.519473684210526,0.53,0.167294152046784
"555","95853:38",0.506842105263158,0.55,0.147811695906433
"556","96042:48",0.70875,0.71,0.0634516666666667
"557","96743:132",0.665,0.735,0.103289473684211
"558","96866:33",0.455789473684211,0.4,0.172536842105263
"559","96870:36",0.634210526315789,0.76,0.150592397660819
"560","96882:42",0.683529411764706,0.77,0.0903867647058824
"561","97106:13",0.5625,0.54,0.123584090909091
"562","97320:78",0.70125,0.69,0.0386516666666667
"563","97584:19",0.492380952380952,0.41,0.116479047619048
"564","9762:24",0.632857142857143,0.73,0.121221008403361
"565","97813:26",0.684666666666667,0.7,0.0639123809523809
"566","9797:33",0.5595,0.68,0.139762894736842
"567","97989:5",0.587142857142857,0.67,0.119551428571429
"568","98822:22",0.416818181818182,0.3,0.108832251082251
"569","98932:25",0.71,0.83,0.0920125
"570","98986:4",0.644705882352941,0.75,0.134951470588235
"571","99158:38",0.567894736842105,0.73,0.133306432748538
"572","99170:29",0.435454545454545,0.265,0.112683116883117
"573","99236:8",0.614210526315789,0.78,0.125270175438597
"574","99247:72",0.5435,0.5,0.138171315789474
"575","99256:22",0.63,0.755,0.144104761904762
"576","99256:38",0.718125,0.75,0.0653229166666667
"577","99291:5",0.302173913043478,0.23,0.108390513833992
"578","99355:10",0.377619047619048,0.31,0.115309047619048
"579","99356:32",0.635454545454545,0.72,0.112921212121212
"580","99608:4",0.4375,0.425,0.112286666666667
"581","9970:53",0.541,0.645,0.101441052631579
"582","99956:17",0.728181818181818,0.97,0.150872727272727
