Item,Mean_nocontext,YMin_nocontext,YMax_nocontext,Mean_context,CILow,CIHigh,YMin_context,YMax_context
89238:15,3.6,2.5975,4.7,2.1,1.1,1.2999999999999998,1,3.4
89259:13,5.5,4.1,6.5,6.4,0.40000000000000036,0.39999999999999947,6,6.8
8930:19,3.5,2.3,4.8,2.5,0.8999999999999999,0.9024999999999976,1.6,3.4024999999999976
89352:11,3.9,2.8,5.1,2.6,1.1,1.2999999999999998,1.5,3.9
89437:12,3.1,2,4.2,1.4,0.2999999999999998,0.30000000000000004,1.1,1.7
89480:63,2.6,1.6,3.7,2,0.5,0.5,1.5,2.5
89580:13,5.5,4.2,6.5,6.3,0.7000000000000002,0.5,5.6,6.8
90033:32,5,4.3,5.6,5.1,1.3999999999999995,1.1000000000000005,3.7,6.2
90039:83,4.5,3.4,5.7,3.2,1.1,0.8999999999999995,2.1,4.1
90051:29,2.4,1.4,3.5,2.9,1.2,1.3000000000000003,1.7,4.2
90144:26,3.2,1.8,4.8,3.1,0.8024999999999998,0.7999999999999998,2.2975000000000003,3.9
90230:11,3.7,2.4,5,2.5,0.8999999999999999,1.1,1.6,3.6
90848:29,4.5,3.5,5.5,4.4,1.6000000000000005,1.3999999999999995,2.8,5.8
90995:20,5.4,4.2975,6.3,5.5,0.7999999999999998,0.7000000000000002,4.7,6.2
91041:57,3.4,1.9,4.9,3.7,1.1,0.8999999999999995,2.6,4.6
9106:85,3.9,2.8,5.1,4.3,0.8999999999999999,0.9024999999999981,3.4,5.202499999999998
91119:18,3,2.2,3.9,2.8,0.7999999999999998,0.8000000000000003,2,3.6
91184:148,5.5,4.6,6.3,5.7,1.2000000000000002,0.8999999999999995,4.5,6.6
91185:45,5.1,4.2,6,3.3,0.8024999999999998,0.7999999999999998,2.4975,4.1
91286:72,5.3,3.9,6.6,4.7,1.4000000000000004,1.202499999999998,3.3,5.902499999999998
91333:59,4.2,2.8,5.5,4.8,1,0.7999999999999998,3.8,5.6
91388:33,3.8,2.7,4.9,4.5,1,1,3.5,5.5
91704:14,3.2,2.1,4.202499999999998,3.2,1.3000000000000003,1.2999999999999998,1.9,4.5
91758:36,3.6,2.5975,4.7,2.5,0.6000000000000001,0.7000000000000002,1.9,3.2
91758:53,3.6,2.9,4.3,4.4,0.9000000000000004,0.7999999999999998,3.5,5.2
9196:49,5.2,4.1,6.1,5,1.3024999999999998,1.2000000000000002,3.6975000000000002,6.2
92249:38,2.3,1.4,3.2,1.7,0.7,0.9000000000000001,1,2.6
92394:53,4.2,3.3,5.2,4.7,1.3000000000000003,1.2000000000000002,3.4,5.9
92531:11,4.3,2.9,5.6,4.8,1.1999999999999997,1,3.6,5.8
92716:8,5.6,5.1,6.1,5.7,0.7999999999999998,0.7000000000000002,4.9,6.4
92861:25,3.8,2.7,5.1,4,1.2000000000000002,1.2000000000000002,2.8,5.2
93005:47,3.8,2.6,4.902499999999998,2.7,1.0000000000000002,1.0999999999999996,1.7,3.8
93264:4,5.2,4.4,5.9,4.7,1.2000000000000002,1,3.5,5.7
93477:92,2.6,1.3,4.1,2.5,1,1.2000000000000002,1.5,3.7
93765:12,3.3,2.2,4.4,3,1,1.0999999999999996,2,4.1
94182:13,3.2,1.9,4.6,3.3,1.1999999999999997,1.202499999999998,2.1,4.502499999999998
94280:31,4.2,3.3,5.2,3.4,1.1024999999999996,1.3000000000000003,2.2975000000000003,4.7
94526:45,4.9,3.8,5.8,5.4,0.9000000000000004,0.7999999999999998,4.5,6.2
9455:69,4.6,3.1,6,4,1,0.7999999999999998,3,4.8
94633:27,5,4.1,6,5.5,0.7999999999999998,0.7999999999999998,4.7,6.3
94747:14,4.8,3.5,6,3,1.1,1.0999999999999996,1.9,4.1
94780:11,5.8,5,6.5,5.6,0.7999999999999998,0.6000000000000005,4.8,6.2
94784:6,3.9,2.6,5.2,5.3,1.0024999999999995,0.9000000000000004,4.2975,6.2
9486:4,5.7,4.5,6.6,5.4,0.8025000000000002,0.7999999999999998,4.5975,6.2
94976:130,3.8,2.8,4.8,2.1,0.7000000000000002,0.7999999999999998,1.4,2.9
9501:60,4.3,3,5.6,5.1,0.5999999999999996,0.5,4.5,5.6
9507:75,3.9,2.8,4.9,5.5,0.7999999999999998,0.7000000000000002,4.7,6.2
95199:151,2.8,1.9,3.6,2.5,1.2,1.4,1.3,3.9
9524:43,3.6,2.9,4.3512499999999985,3.3,0.7024999999999997,0.8024999999999975,2.5975,4.102499999999997
95345:10,4.2,2.9,5.3,3.6,1.3000000000000003,1.4,2.3,5
95400:23,3.4,2.3,4.6,3,1.2,1.2000000000000002,1.8,4.2
95535:14,4.8,3.8,5.6,6.3,0.39999999999999947,0.40000000000000036,5.9,6.7
95586:13,3.4,2.1,4.9,2.2,0.9000000000000001,1.2999999999999998,1.3,3.5
95645:100,4.8,4.1,5.6,4.1,1.1024999999999996,1.0024999999999977,2.9975,5.102499999999997
95645:41,4,2.5,5.6,4.2,1.2000000000000002,1.202499999999998,3,5.402499999999998
95651:89,6.2,5.6,6.7,5.8,0.5999999999999996,0.6000000000000005,5.2,6.4
9573:19,6.2,5.7,6.6,6.5,0.7999999999999998,0.5,5.7,7
95804:23,2.3,1.3,3.4,3.2,1.1,1.1024999999999974,2.1,4.3024999999999975
95835:35,3.2,2.1,4.3024999999999975,2.5,0.7,0.7000000000000002,1.8,3.2
9584:73,5.8,4.8,6.5,5.8,0.7999999999999998,0.7000000000000002,5,6.5
95853:38,4.7,3.7,5.702499999999998,5.5,0.9000000000000004,0.7999999999999998,4.6,6.3
96034:46,4.7,3.7,5.7,2.7,1.0000000000000002,1.1999999999999997,1.7,3.9
96042:48,5,3.6,6.3,4.2,1,1.0999999999999996,3.2,5.3
9608:21,3.5,2.4,4.6,1.9,0.7999999999999998,1.2000000000000002,1.1,3.1
96261:16,2.4,1.7,3.3,2.2,0.9000000000000001,1,1.3,3.2
96656:11,4.9,3.8,6,3.4,1,1.0000000000000004,2.4,4.4
96724:27,4,2.6,5.3,2.9,1.2999999999999998,1.5000000000000004,1.6,4.4
96743:132,3.8,2.5975,5.3,2.4,0.8999999999999999,1,1.5,3.4
96775:40,4.6,3.1,6,3.5,1.1,1.0999999999999996,2.4,4.6
96866:33,4.9,3.8,5.8,4.5,1,0.9000000000000004,3.5,5.4
96870:36,5.2,4.2,6,4.4,1.0000000000000004,0.8999999999999995,3.4,5.3
96882:42,3.4,2.1,4.8,3.6,1,0.8999999999999999,2.6,4.5
96886:11,4.8,3.4,6.102499999999997,4.6,1.3999999999999995,1.2000000000000002,3.2,5.8
97004:103,2.9,1.7,4.3,1.5,0.3999999999999999,0.3999999999999999,1.1,1.9
97106:13,4.1,2.9,5.2,4.3,1.1999999999999997,1.2000000000000002,3.1,5.5
97106:20,4.8,3.5,6.1,4.6,1.0999999999999996,1.1000000000000005,3.5,5.7
97229:18,3.9,2.7,5.1,2.9,0.5,0.5,2.4,3.4
97320:78,3.6,2.1975000000000002,5.2,3,1,1.2000000000000002,2,4.2
97543:11,3.9,2.7,4.902499999999998,5.1,1.4999999999999996,1.4000000000000004,3.6,6.5
97584:19,2.7,1.8,3.7,3.2,0.9000000000000004,1.0024999999999977,2.3,4.202499999999998
9762:24,2,1,3.5,5.6,1.1024999999999991,0.9000000000000004,4.4975000000000005,6.5
97813:26,3.45,2.7,4.25,3.1,1.2025,1.3000000000000003,1.8975000000000002,4.4
9797:33,5.8,4.5,6.7,5.8,0.8999999999999995,0.7000000000000002,4.9,6.5
97989:5,4.7,3.5,5.7,4.1,1.1999999999999997,1.1000000000000005,2.9,5.2
98248:22,4.5,3.5,5.5,4.5,1.1,1,3.4,5.5
98822:22,5,3.8975,6.1,4.4,1.5000000000000004,1.3999999999999995,2.9,5.8
98932:25,3.2,2,4.4,2.2,0.7000000000000002,0.9024999999999976,1.5,3.102499999999998
98969:36,3.8,2.7975000000000003,4.9,2.5,0.8999999999999999,0.8999999999999999,1.6,3.4
98986:4,5.5,4.2975,6.5,5.9,0.5025000000000004,0.5,5.3975,6.4
99158:38,5.4,4.5,6.3,4.4,1.2000000000000002,1.1999999999999993,3.2,5.6
99170:29,5.5,4.4,6.4,5.2,0.8025000000000002,0.7000000000000002,4.3975,5.9
99236:8,5.8,4.7,6.7,6.1,0.7999999999999998,0.6000000000000005,5.3,6.7
99247:72,5.2,4.4,6,6,0.40000000000000036,0.40000000000000036,5.6,6.4
99256:22,4.3,3.5,5.2,4.8,1.1024999999999996,1.0024999999999977,3.6975000000000002,5.8024999999999975
99256:38,5,3.9,5.9,5.6,1,0.9000000000000004,4.6,6.5
99291:5,5.2,4.1,6,4.9,0.9000000000000004,0.7999999999999998,4,5.7
99355:10,4.6,3.8,5.5,5.7,1.0025000000000004,0.7999999999999998,4.6975,6.5
99356:32,2.9,1.5,4.5,4.4,1.4000000000000004,1.4024999999999972,3,5.8024999999999975
99608:4,5.3,4.4,6,5,1.1,1.0999999999999996,3.9,6.1
99637:89,2.7,1.7,3.8,1.5,0.30000000000000004,0.30000000000000004,1.2,1.8
99651:29,2.6,1.8,3.6,2.2,0.8000000000000003,0.7999999999999998,1.4,3
9967:56,3.3,2.1,4.602499999999997,4.3,1.2024999999999997,1.2999999999999998,3.0975,5.6
9970:53,4.4,3.4,5.4,4.5,1.4024999999999999,1.2999999999999998,3.0975,5.8
99831:29,2,1.3,3,1.4,0.3999999999999999,0.40000000000000013,1,1.8
99947:44,2.6,1.5,4,2.8,1.0999999999999999,1.2999999999999998,1.7,4.1
99956:17,6.2,5.5,6.7,6.3,0.7000000000000002,0.6000000000000005,5.6,6.9
