workerid,proliferate.condition,time_in_minutes,error
766,experiment_37,14.912016666666666,
530,experiment_37,7.7656,
812,experiment_37,50.09388333333333,
348,experiment_37,12.339116666666667,
485,experiment_37,8.374233333333333,
719,experiment_06,14.285333333333334,
398,experiment_06,8.446833333333334,
585,experiment_06,3.7070666666666665,
639,experiment_06,22.239683333333332,
499,experiment_06,8.891833333333333,
442,experiment_06,16.559983333333335,
351,experiment_06,10.173733333333333,
765,experiment_06,12.24335,
538,experiment_06,10.0604,
672,experiment_06,6.662116666666667,
587,experiment_27,38.394816666666664,
808,experiment_27,13.091116666666666,
434,experiment_27,15.33535,
347,experiment_27,8.928016666666666,
763,experiment_27,10.7573,
390,experiment_27,19.17181666666667,
534,experiment_27,16.9003,
670,experiment_27,19.786983333333332,
634,experiment_27,8.139466666666667,
798,experiment_27,7.735166666666666,
632,experiment_26,12.169316666666669,
431,experiment_26,13.540683333333334,
440,experiment_26,17.398583333333335,
708,experiment_26,37.68118333333334,
531,experiment_26,21.2842,
584,experiment_26,13.353933333333334,
667,experiment_26,11.769016666666667,
484,experiment_26,16.85535,
385,experiment_26,18.0482,
758,experiment_26,12.041433333333334,
383,experiment_08,15.326566666666666,
664,experiment_08,11.732966666666666,
745,experiment_08,25.625116666666667,
479,experiment_08,50.800016666666664,
575,experiment_08,11.724183333333333,
615,experiment_08,28.322983333333333,
429,experiment_08,10.99625,
806,experiment_08,22.338583333333332,
525,experiment_08,10.142983333333332,
436,experiment_08,11.375783333333333,
793,experiment_31,10.9873,
566,experiment_31,10.355066666666668,
565,experiment_31,14.331233333333332,
476,experiment_31,16.912916666666668,
661,experiment_31,4.27765,
521,experiment_31,10.415133333333332,
751,experiment_31,21.605616666666663,
698,experiment_31,11.566733333333334,
381,experiment_31,19.1189,
427,experiment_31,16.746983333333333,
589,experiment_24,7.6731,
474,experiment_24,14.1024,
563,experiment_24,19.738616666666665,
629,experiment_24,8.307016666666666,
379,experiment_24,12.868433333333334,
702,experiment_24,18.6297,
657,experiment_24,16.19,
513,experiment_24,10.8656,
519,experiment_24,8.701283333333333,
805,experiment_24,20.853433333333335,
738,experiment_02,18.404466666666668,
472,experiment_02,33.92498333333333,
583,experiment_02,12.8807,
753,experiment_02,13.06855,
377,experiment_02,11.746916666666667,
695,experiment_02,9.08905,
561,experiment_02,26.445333333333338,
423,experiment_02,22.955783333333333,
651,experiment_02,8.3624,
516,experiment_02,20.807416666666665,
574,experiment_29,25.8322,
467,experiment_29,25.612133333333333,
802,experiment_29,4.298066666666666,
737,experiment_29,17.646433333333334,
419,experiment_29,17.830383333333334,
784,experiment_29,7.438133333333333,
613,experiment_29,10.889783333333334,
510,experiment_29,33.00118333333333,
557,experiment_29,8.944816666666666,
692,experiment_29,41.80995,
781,experiment_15,9.975583333333333,
465,experiment_15,15.334166666666668,
553,experiment_15,16.196883333333332,
506,experiment_15,10.93735,
792,experiment_15,3.7986333333333335,
371,experiment_15,15.196483333333331,
796,experiment_15,22.072416666666665,
416,experiment_15,11.41625,
607,experiment_15,11.9924,
689,experiment_15,26.524933333333333,
549,experiment_14,8.51095,
497,experiment_14,46.09325,
555,experiment_14,9.030016666666668,
748,experiment_14,6.45215,
571,experiment_14,12.612716666666667,
800,experiment_14,9.917666666666667,
502,experiment_14,34.93485,
462,experiment_14,27.7133,
684,experiment_14,12.388333333333334,
725,experiment_14,5.325866666666666,
630,experiment_04,17.169566666666668,
491,experiment_04,9.223533333333334,
363,experiment_04,11.075516666666667,
769,experiment_04,11.0875,
566,experiment_04,5.5533,
718,experiment_04,6.6084,
683,experiment_04,10.086066666666667,
459,experiment_04,19.475616666666667,
406,experiment_04,14.116833333333334,
544,experiment_04,14.938083333333331,
671,experiment_09,6.665366666666666,
799,experiment_09,9.870066666666666,
362,experiment_09,23.7718,
572,experiment_09,14.501966666666666,
619,experiment_09,5.062166666666666,
405,experiment_09,8.66135,
756,experiment_09,21.060166666666667,
623,experiment_09,4.641966666666667,
456,experiment_09,4.972066666666667,
535,experiment_09,18.146166666666662,
787,experiment_13,24.7615,
567,experiment_13,10.28575,
614,experiment_13,14.587716666666669,
700,experiment_13,15.1354,
470,experiment_13,23.59935,
744,experiment_13,10.68295,
452,experiment_13,7.336633333333333,
662,experiment_13,12.110783333333334,
358,experiment_13,14.763633333333331,
523,experiment_13,7.586383333333333,
449,experiment_10,26.078716666666665,
582,experiment_10,25.34936666666667,
642,experiment_10,21.91095,
526,experiment_10,10.031333333333333,
728,experiment_10,12.781783333333331,
786,experiment_10,14.0995,
407,experiment_10,30.38635,
739,experiment_10,8.670033333333333,
778,experiment_10,13.099783333333331,
679,experiment_10,26.3762,
387,experiment_34,18.4024,
641,experiment_34,9.271083333333332,
540,experiment_34,9.248616666666669,
446,experiment_34,28.622916666666665,
726,experiment_34,5.920466666666667,
616,experiment_34,21.885833333333338,
350,experiment_34,38.56341666666667,
595,experiment_34,12.16735,
774,experiment_34,16.67475,
675,experiment_34,15.694683333333334,
770,experiment_00,22.969916666666663,
486,experiment_00,15.284133333333331,
673,experiment_00,11.4271,
640,experiment_00,11.136333333333331,
352,experiment_00,10.06505,
392,experiment_00,16.351883333333333,
813,experiment_00,37.02596666666667,
443,experiment_00,9.70685,
532,experiment_00,34.69506666666667,
714,experiment_00,24.8247,
